scenario,attr1,attr2,attr3,attr4,attr5
porch_swing,0.0,0.0,0.0,0.0,0.0
stability_ball,0.0,0.0,0.0,0.0,0.0
ink_cartridge,0.0,0.0,0.0,0.0,0.0
wood_glue,0.0,0.0,0.0,0.0,0.0
sleep_sack,0.0,0.0,0.0,0.0,0.0
mixer,0.0,0.0,0.0,0.0,0.0
dominoes,0.0,0.0,0.0,0.0,0.0
crochet_hook,0.0,0.0,0.0,0.0,0.0
sawhorse,0.4840450059281356,-0.4064818410958889,1.0069112112630954,0.4719889213791097,0.37608459355384277
stockings,-0.23249473753491715,-0.33040403672595,-1.5803251265140104,-0.13836366901725553,0.267043096285332
fabric_markers,0.0,0.0,0.0,0.0,0.0
cherry_pitter,0.0,0.0,0.0,0.0,0.0
amusement_park,0.0,0.0,0.0,0.0,0.0
snow_brush,0.0,0.0,0.0,0.0,0.0
safety_pins,0.0,0.0,0.0,0.0,0.0
sewing_machine,0.0,0.0,0.0,0.0,0.0
pressure_cooker,0.36489102019432745,1.3374142575263162,-0.37365914237029,0.523652686988302,-1.566299885711612
necklace_stand,-0.35596280527796154,1.3153996650486655,-0.9029722203538546,1.4914077080390864,1.5789944912597373
soccer_ball,0.07983891991440442,-0.17468408478212868,0.6422217952075896,2.0283360752427106,0.13248017793281489
